Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system: Equatorial
name|t90|t90_error|t90_start|fluence|fluence_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_band_epeak|pflx_band_epeak_pos_err|pflx_band_epeak_neg_err|pflx_band_alpha|pflx_band_alpha_pos_err|pflx_band_alpha_neg_err|pflx_band_beta|pflx_band_beta_pos_err|pflx_band_beta_neg_err|flnc_comp_epeak|flnc_comp_epeak_pos_err|flnc_comp_epeak_neg_err|flnc_comp_index|flnc_comp_index_pos_err|flnc_comp_index_neg_err|flnc_comp_pivot|flnc_comp_pivot_pos_err|flnc_comp_pivot_neg_err
GRB110801335|0.384|0.326|-0.128|3.5374e-07|5.3966e-08|1.564181e+01|1.551301e+02|1.551301e+02|3.726411e+01|1.077089e+01|1.077089e+01|1.467776e+00|1.403085e+00|1.403085e+00|-1.792128e+00|1.371410e-01|1.371410e-01|2.236328e+05|1.074013e+07|1.074013e+07|-1.611481e+00|1.868641e-01|1.868641e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.273672e+01|2.245905e+01|2.245905e+01|1.073597e+00|1.363358e+00|1.363358e+00|-2.949443e+00|8.914739e+02|8.914739e+02|9.769962e+04|1.466679e+06|1.466679e+06|-1.658649e+00|6.667590e-02|6.667590e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB110901230|22.528|5.620|-7.680|1.5063e-06|5.7456e-08|2.849699e-03|6.464994e-03|6.464994e-03|7.497540e+01|5.327043e+02|5.327043e+02|-1.691878e+00|8.674893e-01|8.674893e-01|-1.833478e+00|8.434604e-02|8.434604e-02|3.134109e+05|6.397153e+07|6.397153e+07|-1.737063e+00|1.265045e-01|1.265045e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.549804e+02|1.504175e+03|1.504175e+03|-1.634610e+00|1.328034e-01|1.328034e-01|-1.797607e+00|3.170378e-01|3.170378e-01|7.429492e+05|3.936813e+08|3.936813e+08|-1.842360e+00|2.849650e-02|2.849650e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB151122709|51.200|15.496|-4.352|2.2850e-06|9.4054e-08|8.198575e-02|5.116743e+01|5.116743e+01|8.156920e+00|4.410373e+03|4.410373e+03|-8.062609e-01|1.223813e+02|1.223813e+02|-1.858204e+00|6.530178e-02|6.530178e-02|4.901250e+05|3.255676e+09|3.255676e+09|-2.140221e+00|2.438943e-01|2.438943e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.241618e+00|8.539545e+02|8.539545e+02|-9.004164e-01|5.450695e+02|5.450695e+02|-2.122087e+00|2.434170e-01|2.434170e-01|5.228153e+05|3.594329e+08|3.594329e+08|-1.885876e+00|4.323256e-02|4.323256e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB150523690|114.690|26.576|-15.872|5.7290e-06|1.2832e-07|5.354477e-03|1.371060e-03|1.371060e-03|1.929983e+02|9.957880e+01|9.957880e+01|-1.266248e+00|1.871166e-01|1.871166e-01|-1.885591e+00|4.428282e-01|4.428282e-01|5.110339e+05|1.114788e+07|1.114788e+07|-1.339979e+00|6.614530e-02|6.614530e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.796155e+01|5.501895e+05|5.501895e+05|-1.252803e+00|5.257234e+02|5.257234e+02|-1.340141e+00|6.982076e-02|6.982076e-02|2.073016e+02|5.098698e+01|5.098698e+01|-1.228938e+00|1.673101e-01|1.673101e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB100727238|23.808|2.769|-6.656|1.0562e-06|2.2333e-08|5.052129e-03|1.325697e+00|1.325697e+00|2.188335e+01|3.345927e+03|3.345927e+03|-1.444937e+00|8.088541e+01|8.088541e+01|-1.751307e+00|6.906044e-02|6.906044e-02|8.068359e+05|2.231920e+08|2.231920e+08|-1.622792e+00|7.172537e-02|7.172537e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.516099e+01|3.698959e+05|3.698959e+05|-1.443041e+00|4.215194e+02|4.215194e+02|-1.537934e+00|1.083069e-01|1.083069e-01|4.131437e+05|1.274193e+08|1.274193e+08|-1.793286e+00|3.731263e-02|3.731263e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB140408553|7.680|3.367|-1.024|6.5710e-07|5.4178e-08|2.765212e+00|4.648158e+01|4.648158e+01|2.781833e+01|8.428404e+00|8.428404e+00|1.166238e+00|6.154223e+00|6.154223e+00|-1.547585e+00|9.064424e-02|9.064424e-02|8.115234e+05|4.623724e+08|4.623724e+08|-1.744640e+00|4.365334e-01|4.365334e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.977305e+01|5.032995e+01|5.032995e+01|9.561278e-01|1.894585e+01|1.894585e+01|-1.685713e+00|2.146883e-01|2.146883e-01|4.154853e+05|1.220890e+07|1.220890e+07|-1.517260e+00|4.410958e-02|4.410958e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB090629543|20.480|4.762|-9.472|4.3931e-07|2.4832e-08|1.052294e-02|7.410766e-03|7.410766e-03|8.183621e+01|2.397575e+02|2.397575e+02|-1.754756e-01|9.833307e-01|9.833307e-01|-1.440073e+00|3.247966e-01|3.247966e-01|9.674591e+05|6.042183e+08|6.042183e+08|-1.633415e+00|5.404663e-01|5.404663e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.083157e+01|7.552678e+03|7.552678e+03|-6.484173e-01|5.101415e+02|5.101415e+02|-1.427925e+00|4.407434e-01|4.407434e-01|6.132371e+02|3.649634e+02|3.649634e+02|-1.112736e+00|4.223965e-01|4.223965e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB180706351|38.144|1.145|-28.928|3.9816e-06|2.9510e-08|2.063955e+00|1.727506e+00|1.727506e+00|1.989030e+01|1.228158e+01|1.228158e+01|6.589402e-01|6.862889e-01|6.862889e-01|-1.625542e+00|3.440690e-02|3.440690e-02|1.225000e+06|2.213685e+08|2.213685e+08|-1.656796e+00|6.018635e-02|6.018635e-02|1.000000e+02|0.000000e+00|0.000000e+00|3.506092e+01|5.662623e+00|5.662623e+00|6.588181e-01|1.519787e+00|1.519787e+00|-1.842059e+00|1.578579e-01|1.578579e-01|4.014066e+05|9.219480e+06|9.219480e+06|-1.636489e+00|5.166054e-03|5.166054e-03|1.000000e+02|0.000000e+00|0.000000e+00
GRB131214705|80.065|0.871|2.048|7.2171e-05|2.1205e-07|1.686774e-02|3.074501e-04|3.074501e-04|1.046633e+02|2.809204e+00|2.809204e+00|-1.603744e+00|1.010621e-02|1.010621e-02|-1.299952e+01|5.564994e+05|5.564994e+05|1.438125e+06|1.935556e+09|1.935556e+09|-2.205346e+00|2.362204e-02|2.362204e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.946249e+01|1.078705e+00|1.078705e+00|-4.924950e-01|2.179420e-01|2.179420e-01|-2.347330e+00|2.549267e-02|2.549267e-02|1.043601e+02|2.490387e+00|2.490387e+00|-1.603370e+00|1.040232e-02|1.040232e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB110916016|1.792|1.993|-1.408|4.2261e-07|6.4902e-08|1.806556e-02|5.418996e-03|5.418996e-03|3.439727e+02|1.774753e+02|1.774753e+02|-2.100866e-01|4.461950e-01|4.461950e-01|-5.961844e+00|3.126048e+02|3.126048e+02|1.847744e+06|2.260681e+08|2.260681e+08|-1.319120e+00|8.229887e-02|8.229887e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.515970e+02|1.164587e+02|1.164587e+02|2.612966e-01|7.871081e-01|7.871081e-01|-1.364593e+01|9.137569e+05|9.137569e+05|3.100279e+05|5.548190e+06|5.548190e+06|-1.319358e+00|1.601341e-01|1.601341e-01|1.000000e+02|0.000000e+00|0.000000e+00
GRB170731751|90.112|2.360|-35.328|3.2456e-06|2.9663e-08|1.675883e-03|5.281274e-05|5.281274e-05|1.540744e+06|2.278935e+08|2.278935e+08|-1.632600e+00|1.715302e-02|1.715302e-02|-2.000000e+00|0.000000e+00|0.000000e+00|2.476794e+06|7.002864e+08|7.002864e+08|-1.478926e+00|9.876013e-02|9.876013e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.379266e+02|9.113375e+02|9.113375e+02|-1.208559e+00|2.743763e-01|2.743763e-01|-4.612979e+00|1.344802e+02|1.344802e+02|2.473825e+07|5.865280e+10|5.865280e+10|-1.634532e+00|2.066147e-02|2.066147e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB171011162|101.888|4.375|-39.168|5.4559e-06|6.2916e-08|1.458606e-02|2.422020e+00|2.422020e+00|2.078321e+01|1.068074e+03|1.068074e+03|-1.017719e+00|5.080869e+01|5.080869e+01|-1.575371e+00|3.351152e-02|3.351152e-02|4.990078e+06|2.737541e+09|2.737541e+09|-1.534078e+00|6.600451e-02|6.600451e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.082853e+01|6.540385e+04|6.540385e+04|-1.111356e+00|7.520620e+02|7.520620e+02|-1.533542e+00|6.739771e-02|6.739771e-02|7.097049e+06|4.571906e+09|4.571906e+09|-1.656096e+00|7.359982e-03|7.359982e-03|1.000000e+02|0.000000e+00|0.000000e+00
GRB110903009|27.133|0.571|0.003|1.3202e-05|4.2336e-08|4.230644e-02|8.840486e-03|8.840486e-03|2.730699e+01|1.149506e+00|1.149506e+00|-1.418178e+00|9.603894e-02|9.603894e-02|-2.436845e+00|5.177879e-02|5.177879e-02|1.043945e+07|8.953609e+10|8.953609e+10|-2.344590e+00|4.067826e-02|4.067826e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.681112e+01|9.643993e-01|9.643993e-01|-1.013763e+00|1.439749e-01|1.439749e-01|-4.286278e+00|7.831860e+01|7.831860e+01|4.275535e+06|1.142360e+10|1.142360e+10|-2.133837e+00|1.818037e-02|1.818037e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB111228453|2.944|0.979|0.096|2.7472e-06|4.2716e-08|2.171227e-01|6.386520e-02|6.386520e-02|3.333787e+01|1.302303e+00|1.302303e+00|-6.805598e-01|1.505928e-01|1.505928e-01|-3.308867e+00|3.118999e-01|3.118999e-01|1.396537e+07|2.000900e+11|2.000900e+11|-2.127022e+00|3.311086e-02|3.311086e-02|1.000000e+02|0.000000e+00|0.000000e+00|4.073019e+01|1.533943e+00|1.533943e+00|-7.297131e-01|1.214404e-01|1.214404e-01|-4.448606e+00|7.142270e+02|7.142270e+02|3.124246e+06|1.047631e+10|1.047631e+10|-2.182696e+00|3.344584e-02|3.344584e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB081109293|58.369|5.221|-6.912|6.5456e-06|5.8667e-08|1.014966e-01|4.970142e-02|4.970142e-02|2.861046e+01|1.098278e+01|1.098278e+01|-1.899425e-01|2.730726e-01|2.730726e-01|-1.648899e+00|5.173826e-02|5.173826e-02|1.775000e+07|8.210898e+10|8.210898e+10|-1.627426e+00|4.954135e-02|4.954135e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.404658e+01|1.852781e+02|1.852781e+02|-1.784855e-01|2.210149e+01|2.210149e+01|-1.554734e+00|3.818237e-01|3.818237e-01|4.653120e+06|1.663508e+09|1.663508e+09|-1.631320e+00|6.666422e-03|6.666422e-03|1.000000e+02|0.000000e+00|0.000000e+00
GRB200522650|30.977|3.416|-1.280|2.6020e-06|2.9805e-08|||||||||||||||||||||||||||||||||||||||
GRB210610827|55.041|0.724|19.712|1.1042e-04|5.4766e-08|||||||||||||||||||||||||||||||||||||||
GRB210605215|0.448|0.779|-0.064|3.5422e-07|1.9364e-08|||||||||||||||||||||||||||||||||||||||
GRB220308233|32.768|4.720|-0.512|1.9925e-06|6.5878e-08|||||||||||||||||||||||||||||||||||||||
GRB181008877|224.516|5.615|-15.872|2.6304e-05|7.8636e-08|||||||||||||||||||||||||||||||||||||||
GRB210610628|8.192|2.064|-3.328|1.2845e-06|4.1164e-08|||||||||||||||||||||||||||||||||||||||
GRB210619532|1.280|0.202|-0.064|3.2839e-06|4.1574e-08|||||||||||||||||||||||||||||||||||||||
GRB191108003|125.699|1.145|1.536|1.1045e-05|7.9650e-08|||||||||||||||||||||||||||||||||||||||
GRB081229675|0.032|0.045|-0.016|8.6533e-08|2.7318e-08|||||||||||||||||||||||||||||||||||||||
GRB221226945|4.864|2.828|-0.256|1.1402e-06|1.5827e-08|||||||||||||||||||||||||||||||||||||||
GRB201019484|13.568|2.187|-1.536|3.1099e-06|6.3822e-08|||||||||||||||||||||||||||||||||||||||
GRB211224980|0.192|0.643|-0.064|2.2677e-07|1.3192e-08|||||||||||||||||||||||||||||||||||||||
GRB220831581|1.728|1.421|-0.448|5.0514e-07|2.3411e-08|||||||||||||||||||||||||||||||||||||||
GRB100621529|1.024|0.202|-0.448|1.3749e-07|4.5159e-09|||||||||||||||||||||||||||||||||||||||
GRB190831332|40.961|3.338|-3.840|3.6175e-06|2.5963e-08|||||||||||||||||||||||||||||||||||||||
GRB210725048|6.976|0.689|0.064|2.9676e-06|3.4046e-08|||||||||||||||||||||||||||||||||||||||
GRB181111654|15.104|0.923|-0.768|4.5172e-06|4.1456e-08|||||||||||||||||||||||||||||||||||||||
GRB220721021|17.920|4.700|-7.680|5.3887e-07|3.2830e-08|||||||||||||||||||||||||||||||||||||||
GRB221023862|39.169|0.724|3.136|3.4068e-04|1.0456e-07|||||||||||||||||||||||||||||||||||||||
GRB210929154|1.920|1.675|-1.088|1.5298e-07|9.6072e-09|||||||||||||||||||||||||||||||||||||||
GRB210326057|0.576|0.345|-0.128|1.5879e-07|2.6594e-08|||||||||||||||||||||||||||||||||||||||
GRB191001279|24.000|1.145|-3.712|4.5795e-06|4.7561e-08|||||||||||||||||||||||||||||||||||||||
GRB200412290|12.606|0.408|0.002|2.8750e-05|9.7405e-08|||||||||||||||||||||||||||||||||||||||
GRB230628849|19.200|1.493|1.536|2.3635e-05|3.5001e-07|||||||||||||||||||||||||||||||||||||||
GRB190724031|0.080|1.136|-0.032|3.6815e-07|1.1379e-08|||||||||||||||||||||||||||||||||||||||
GRB190325999|316.933|5.146|2.560|1.5435e-05|6.1484e-08|||||||||||||||||||||||||||||||||||||||
GRB191017957|3.136|2.099|-0.320|3.2389e-07|3.6682e-08|||||||||||||||||||||||||||||||||||||||
GRB210420215|29.440|2.560|-3.840|5.1153e-07|3.2048e-08|||||||||||||||||||||||||||||||||||||||
GRB210120299|22.205|1.864|0.004|3.4761e-06|2.5823e-08|||||||||||||||||||||||||||||||||||||||
GRB200325620|36.609|0.923|-2.304|9.5436e-06|2.9661e-08|||||||||||||||||||||||||||||||||||||||
GRB221022955|31.744|0.572|9.216|7.6214e-05|2.8360e-08|||||||||||||||||||||||||||||||||||||||
GRB220516525|17.408|2.415|-7.168|2.1408e-06|2.7754e-08|||||||||||||||||||||||||||||||||||||||
GRB210912522|2.560|5.184|-2.816|1.7788e-07|3.4572e-08|||||||||||||||||||||||||||||||||||||||
GRB231104966|13.568|2.520|0.256|2.6028e-06|5.9501e-08|||||||||||||||||||||||||||||||||||||||
GRB180816930|19.456|5.473|-6.400|1.9463e-06|2.4263e-08|||||||||||||||||||||||||||||||||||||||
GRB220617772|0.704|0.231|-0.128|6.5653e-07|1.0941e-08|||||||||||||||||||||||||||||||||||||||
GRB230513929|4.800|1.243|-1.280|6.2141e-07|5.3376e-08|||||||||||||||||||||||||||||||||||||||
GRB210903021|1.344|1.558|-1.024|3.2043e-08|9.7379e-09|||||||||||||||||||||||||||||||||||||||
GRB190619595|134.914|1.639|-30.977|2.5854e-05|1.0480e-07|||||||||||||||||||||||||||||||||||||||
GRB210323502|13.568|2.202|-4.352|5.8568e-07|4.5551e-08|||||||||||||||||||||||||||||||||||||||
GRB210704684|43.521|1.056|1.792|4.2328e-05|4.4183e-08|||||||||||||||||||||||||||||||||||||||
GRB211211549|34.305|0.572|2.576|5.0118e-04|4.4073e-07|||||||||||||||||||||||||||||||||||||||
GRB220820998|0.128|0.143|-0.064|8.8933e-08|1.5824e-08|||||||||||||||||||||||||||||||||||||||
GRB190824616|108.546|0.810|-0.768|1.0378e-05|7.3342e-08|||||||||||||||||||||||||||||||||||||||
GRB130116415|66.816|6.085|-4.096|9.2714e-07|3.4770e-08|||||||||||||||||||||||||||||||||||||||
GRB211019250|47.361|0.572|3.632|1.0706e-04|4.5629e-08|||||||||||||||||||||||||||||||||||||||
GRB201222461|7.872|3.328|-3.456|1.9906e-06|6.8433e-08|||||||||||||||||||||||||||||||||||||||
GRB190428783|16.640|2.828|-0.512|4.4002e-06|2.5351e-08|||||||||||||||||||||||||||||||||||||||
GRB220417578|16.896|7.832|-3.328|3.9062e-07|4.6417e-08|||||||||||||||||||||||||||||||||||||||
GRB190531840|38.145|0.923|6.720|9.8106e-05|3.6634e-08|||||||||||||||||||||||||||||||||||||||
GRB180728882|0.832|0.580|-0.064|1.3086e-06|1.9582e-08|||||||||||||||||||||||||||||||||||||||
GRB201105230|17.152|0.466|1.600|4.3279e-05|6.4913e-08|||||||||||||||||||||||||||||||||||||||
GRB221020225|17.408|0.923|-1.280|5.0134e-06|4.0981e-08|||||||||||||||||||||||||||||||||||||||
GRB210601724|0.960|0.640|-0.768|2.0940e-07|1.9989e-08|||||||||||||||||||||||||||||||||||||||
GRB210824174|40.192|3.278|-3.840|3.1454e-06|4.9661e-08|||||||||||||||||||||||||||||||||||||||
GRB200626105|3.520|1.548|-0.576|3.7779e-07|1.0373e-08|||||||||||||||||||||||||||||||||||||||
GRB220117199|115.458|1.999|-1.792|4.7800e-06|5.1703e-08|||||||||||||||||||||||||||||||||||||||
GRB200616654|24.576|4.404|-6.912|2.1359e-06|5.2999e-08|||||||||||||||||||||||||||||||||||||||
GRB230129542|47.873|2.611|0.256|3.2057e-06|3.7150e-08|||||||||||||||||||||||||||||||||||||||
GRB230524255|35.329|1.863|0.256|3.5896e-06|6.9151e-08|||||||||||||||||||||||||||||||||||||||
GRB190531312|57.089|0.923|-0.256|6.1896e-06|4.3737e-08|||||||||||||||||||||||||||||||||||||||
GRB210904866|3.904|2.099|-0.704|5.6430e-07|4.9151e-08|||||||||||||||||||||||||||||||||||||||
GRB220525008|16.128|0.572|-6.400|1.4894e-05|2.1637e-08|||||||||||||||||||||||||||||||||||||||
GRB220727192|6.461|1.600|0.003|1.4939e-06|5.6837e-08|||||||||||||||||||||||||||||||||||||||
GRB181222279|130.691|0.516|2.240|1.5524e-04|9.5905e-08|||||||||||||||||||||||||||||||||||||||
GRB200803703|54.784|5.655|-20.992|8.5331e-06|1.5352e-07|||||||||||||||||||||||||||||||||||||||
GRB190218330|50.177|0.923|-0.512|2.5412e-05|3.4242e-08|||||||||||||||||||||||||||||||||||||||
GRB190716019|61.184|6.582|-36.096|2.5782e-06|6.2189e-08|||||||||||||||||||||||||||||||||||||||
GRB230201831|84.738|2.996|-2.048|1.3028e-05|1.0143e-07|||||||||||||||||||||||||||||||||||||||
GRB201216963|29.953|0.572|5.376|1.3632e-04|7.8642e-08|||||||||||||||||||||||||||||||||||||||
GRB190303240|64.768|6.085|-6.912|5.8065e-06|3.6381e-08|||||||||||||||||||||||||||||||||||||||
GRB181014479|33.537|2.996|-1.024|1.0197e-05|8.8568e-08|||||||||||||||||||||||||||||||||||||||
GRB200824594|3.584|4.104|-2.304|5.6679e-07|5.0827e-08|||||||||||||||||||||||||||||||||||||||
GRB200219998|21.632|0.730|1.024|1.7464e-05|7.9931e-08|||||||||||||||||||||||||||||||||||||||
GRB190102258|122.112|7.442|-0.512|6.4560e-06|1.0217e-07|||||||||||||||||||||||||||||||||||||||
GRB220624124|285.190|3.338|3.072|1.7720e-04|1.4089e-07|||||||||||||||||||||||||||||||||||||||
GRB120415076|12.544|4.128|-0.512|2.2296e-06|5.6946e-08|3.445969e-02|2.017945e-02|2.017945e-02|6.818591e+01|1.277764e+01|1.277764e+01|-7.567455e-02|6.582495e-01|6.582495e-01|-1.439989e+00|3.515267e-02|3.515267e-02|||||||||||||||||||7.650945e+04|1.099565e+05|1.099565e+05|-1.354844e+00|3.305411e-02|3.305411e-02|1.000000e+02|0.000000e+00|0.000000e+00
GRB220214002|78.082|1.717|-46.337|4.3497e-06|4.6416e-08|||||||||||||||||||||||||||||||||||||||
GRB230712868|16.896|2.560|-7.424|2.2815e-06|2.3373e-08|||||||||||||||||||||||||||||||||||||||
GRB211225014|9.472|2.360|-1.024|1.4806e-05|5.0300e-07|||||||||||||||||||||||||||||||||||||||
GRB220521972|13.568|3.899|-2.048|9.1851e-07|2.8560e-08|||||||||||||||||||||||||||||||||||||||
GRB221206464|15.872|1.379|-1.024|2.8251e-06|2.1396e-08|||||||||||||||||||||||||||||||||||||||
GRB200228469|14.080|1.280|-3.328|6.9233e-07|2.4794e-08|||||||||||||||||||||||||||||||||||||||
GRB200205845|17.408|1.448|-5.632|6.3807e-07|2.6393e-08|||||||||||||||||||||||||||||||||||||||
GRB200604778|70.400|13.178|-8.960|1.9798e-06|5.1164e-08|||||||||||||||||||||||||||||||||||||||
GRB230614424|7.424|0.572|-0.448|2.4026e-03|2.5744e-06|||||||||||||||||||||||||||||||||||||||
GRB200228291|3.584|0.345|-0.256|6.9265e-06|3.7998e-08|||||||||||||||||||||||||||||||||||||||
GRB190323879|38.401|0.572|5.408|4.1107e-05|3.3953e-08|||||||||||||||||||||||||||||||||||||||
GRB230830792|20.992|4.238|-2.816|2.0740e-06|7.9966e-08|||||||||||||||||||||||||||||||||||||||
GRB231020900|22.528|0.572|1.792|3.8240e-05|6.4979e-08|||||||||||||||||||||||||||||||||||||||
GRB210306397|15.104|4.536|-2.304|1.4323e-06|7.5686e-08|||||||||||||||||||||||||||||||||||||||
GRB210210713|64.513|1.305|-4.864|9.8827e-06|4.1384e-08|||||||||||||||||||||||||||||||||||||||
GRB190519309|43.521|0.362|1.280|3.1133e-05|5.3421e-08|||||||||||||||||||||||||||||||||||||||
GRB210405351|14.848|3.328|-8.704|9.5136e-07|3.4558e-08|||||||||||||||||||||||||||||||||||||||
GRB200401292|4.480|0.543|-3.328|6.6845e-07|2.0801e-08|||||||||||||||||||||||||||||||||||||||
GRB190415173|52.481|0.810|0.800|6.0128e-05|2.6216e-08|||||||||||||||||||||||||||||||||||||||
GRB200706633|17.152|2.064|-11.776|1.2211e-06|2.8957e-08|||||||||||||||||||||||||||||||||||||||
GRB230312812|11.264|1.145|-5.376|1.1908e-06|2.5545e-08|||||||||||||||||||||||||||||||||||||||
GRB211104782|0.704|0.640|-0.704|2.1187e-06|4.2771e-07|||||||||||||||||||||||||||||||||||||||
GRB210615892|6.400|1.379|-0.256|1.8292e-06|2.9021e-08|||||||||||||||||||||||||||||||||||||||
GRB230728118|18.944|7.718|-6.656|1.7862e-06|3.0318e-08|||||||||||||||||||||||||||||||||||||||
GRB191202867|30.721|0.810|1.024|1.9505e-05|3.4499e-08|||||||||||||||||||||||||||||||||||||||
GRB200320414|9.021|1.072|0.003|2.3873e-06|3.5611e-08|||||||||||||||||||||||||||||||||||||||
GRB230116374|0.064|0.036|-0.016|2.9539e-06|2.8177e-08|||||||||||||||||||||||||||||||||||||||
GRB180722418|51.457|7.953|-2.048|5.6258e-06|6.3212e-08|||||||||||||||||||||||||||||||||||||||
GRB191221802|2.240|0.781|-0.064|4.6276e-07|2.4980e-08|||||||||||||||||||||||||||||||||||||||
GRB210228058|3.776|1.118|0.000|5.3379e-07|4.8991e-08|||||||||||||||||||||||||||||||||||||||
GRB210225218|87.808|1.846|-76.544|5.0927e-06|4.6671e-08|||||||||||||||||||||||||||||||||||||||
GRB200227306|24.320|1.196|1.344|1.1262e-05|6.0822e-08|||||||||||||||||||||||||||||||||||||||
GRB220511571|16.000|14.017|-11.712|7.3768e-06|2.8581e-08|||||||||||||||||||||||||||||||||||||||
GRB220804089|12.032|3.208|-1.792|8.6991e-07|3.0459e-08|||||||||||||||||||||||||||||||||||||||
GRB221014021|0.320|1.032|-0.384|3.3892e-08|1.2953e-08|||||||||||||||||||||||||||||||||||||||
GRB221228204|86.274|1.056|0.512|5.8534e-06|3.5568e-08|||||||||||||||||||||||||||||||||||||||
GRB230304624|28.416|0.572|2.048|1.3662e-05|3.8845e-08|||||||||||||||||||||||||||||||||||||||
GRB210822729|2.176|0.898|-0.064|9.0505e-07|3.0179e-08|||||||||||||||||||||||||||||||||||||||
GRB190202069|18.432|1.056|1.536|1.7824e-05|3.7153e-08|||||||||||||||||||||||||||||||||||||||
GRB190712018|1.792|0.462|-0.640|2.1821e-07|2.0236e-08|||||||||||||||||||||||||||||||||||||||
GRB181226600|5.120|1.379|-1.280|7.2230e-07|3.7813e-08|||||||||||||||||||||||||||||||||||||||
GRB150208573|6.912|1.280|-3.840|4.0017e-07|3.2377e-08|||||||||||||||||||||||||||||||||||||||
GRB210711432|1.600|1.139|-0.704|1.2560e-07|8.0566e-09|||||||||||||||||||||||||||||||||||||||
GRB211204493|139.266|1.493|4.352|2.0289e-05|7.4441e-08|||||||||||||||||||||||||||||||||||||||
GRB230628067|28.673|1.493|-3.072|8.3177e-06|1.0997e-07|||||||||||||||||||||||||||||||||||||||
GRB191125634|46.336|8.208|-3.840|2.7194e-06|5.4686e-08|||||||||||||||||||||||||||||||||||||||
GRB200103678|9.984|4.971|-0.512|9.1401e-07|3.1202e-08|||||||||||||||||||||||||||||||||||||||
GRB230514996|5.888|1.846|-1.280|1.3664e-06|3.3864e-08|||||||||||||||||||||||||||||||||||||||
GRB201214672|0.448|0.181|-0.448|9.5388e-08|1.3578e-08|||||||||||||||||||||||||||||||||||||||
GRB170125102|0.672|1.227|-0.672|1.0424e-07|1.4015e-08|||||||||||||||||||||||||||||||||||||||
GRB221126547|7.424|0.572|0.320|9.3449e-06|2.8966e-08|||||||||||||||||||||||||||||||||||||||
GRB220620261|48.385|2.521|-3.584|2.7082e-06|4.1499e-08|||||||||||||||||||||||||||||||||||||||
GRB190910028|9.216|0.923|-1.792|1.5326e-06|2.0407e-08|||||||||||||||||||||||||||||||||||||||
GRB220305676|27.137|1.950|-2.816|9.1025e-06|9.3292e-08|||||||||||||||||||||||||||||||||||||||
GRB220704575|22.016|1.086|0.000|1.6383e-06|3.4092e-08|||||||||||||||||||||||||||||||||||||||
GRB220219473|79.618|0.572|0.576|2.9797e-05|3.7338e-08|||||||||||||||||||||||||||||||||||||||
GRB190310398|59.393|0.923|2.816|1.9660e-05|4.1126e-08|||||||||||||||||||||||||||||||||||||||
GRB200129409|0.112|0.464|-0.016|2.8352e-07|2.7551e-08|||||||||||||||||||||||||||||||||||||||
GRB211109113|285.701|1.999|-0.256|5.2519e-06|1.3050e-07|||||||||||||||||||||||||||||||||||||||
GRB180821653|13.568|1.846|-2.048|1.0725e-06|9.2889e-08|||||||||||||||||||||||||||||||||||||||
GRB200619492|50.432|2.919|-0.512|4.6679e-06|3.4621e-08|||||||||||||||||||||||||||||||||||||||
GRB210415284|16.896|6.562|-10.496|6.0410e-07|3.5898e-08|||||||||||||||||||||||||||||||||||||||
GRB210430904|37.120|1.810|-1.536|1.5983e-06|2.3636e-08|||||||||||||||||||||||||||||||||||||||
GRB220715691|23.296|1.145|-2.048|2.3866e-06|5.7309e-08|||||||||||||||||||||||||||||||||||||||
GRB220821296|38.145|1.056|-0.256|5.3651e-06|2.0757e-08|||||||||||||||||||||||||||||||||||||||
